rider_id,signup_date,home_city,customer_segment
R019257,2024-07-16,Metroville,Occasional
R019258,2025-11-25,Lakewood,Frequent
R019259,2024-11-22,Riverton,Regular
R019260,2025-04-29,Hillview,Regular
R019261,2025-12-19,Riverton,Occasional
R019262,2025-07-31,Metroville,Frequent
R019263,2025-07-02,Metroville,Frequent
R019264,2025-12-10,Riverton,Frequent
R019265,2025-05-19,Hillview,Occasional
R019266,2024-06-18,Riverton,Occasional
R019267,2025-06-16,Lakewood,Frequent
R019268,2024-08-23,Lakewood,Regular
R019269,2024-08-30,Lakewood,Occasional
R019270,2025-04-16,Lakewood,Regular
R019271,2024-08-18,Metroville,Occasional
R019272,2024-01-18,Metroville,Regular
R019273,2026-01-01,Riverton,Regular
R019274,2025-02-22,Lakewood,Regular
R019275,2025-05-05,Metroville,Occasional
R019276,2025-08-14,Hillview,Occasional
R019277,2025-04-09,Metroville,Occasional
R019278,2025-03-22,Riverton,Occasional
R019279,2025-08-02,Riverton,Regular
R019280,2024-08-04,Hillview,Frequent
R019281,2025-08-29,Hillview,Occasional
R019282,2025-06-14,Riverton,Frequent
R019283,2024-05-13,Lakewood,Regular
R019284,2024-04-16,Riverton,Frequent
R019285,2025-10-05,Hillview,Occasional
R019286,2025-10-16,Lakewood,Regular
R019287,2025-12-28,Riverton,Regular
R019288,2024-03-14,Metroville,Frequent
R019289,2025-10-17,Lakewood,Occasional
R019290,2025-09-24,Metroville,Occasional
R019291,2025-07-15,Riverton,Frequent
R019292,2024-12-30,Lakewood,Occasional
R019293,2025-01-07,Metroville,Frequent
R019294,2024-11-09,Lakewood,Occasional
R019295,2024-01-22,Riverton,Occasional
R019296,2025-01-01,Hillview,Occasional
R019297,2024-06-22,Metroville,Regular
R019298,2024-05-26,Metroville,Regular
R019299,2024-02-10,Riverton,Frequent
R019300,2024-12-01,Lakewood,Regular
R019301,2024-02-05,Metroville,Regular
R019302,2025-09-13,Riverton,Regular
R019303,2025-10-13,Hillview,Occasional
R019304,2025-08-09,Metroville,Regular
R019305,2024-08-08,Lakewood,Frequent
R019306,2024-04-29,Metroville,Frequent
R019307,2025-01-04,Hillview,Occasional
R019308,2025-05-07,Riverton,Regular
R019309,2024-01-16,Lakewood,Regular
R019310,2025-09-19,Hillview,Regular
R019311,2024-11-17,Metroville,Occasional
R019312,2025-08-23,Riverton,Frequent
R019313,2024-02-27,Riverton,Occasional
R019314,2024-11-07,Hillview,Occasional
R019315,2024-12-01,Riverton,Regular
R019316,2024-02-05,Metroville,Regular
R019317,2025-06-01,Metroville,Frequent
R019318,2025-11-12,Metroville,Occasional
R019319,2025-01-30,Hillview,Occasional
R019320,2024-10-16,Lakewood,Frequent
R019321,2025-04-10,Lakewood,Occasional
R019322,2024-09-21,Metroville,Occasional
R019323,2024-09-20,Lakewood,Regular
R019324,2025-07-09,Lakewood,Frequent
R019325,2025-03-08,Lakewood,Frequent
R019326,2024-07-12,Lakewood,Frequent
R019327,2024-10-25,Metroville,Occasional
R019328,2025-09-03,Metroville,Frequent
R019329,2025-01-22,Hillview,Occasional
R019330,2024-02-25,Riverton,Occasional
R019331,2025-09-19,Riverton,Occasional
R019332,2025-06-26,Hillview,Occasional
R019333,2024-07-14,Lakewood,Occasional
R019334,2025-12-07,Riverton,Frequent
R019335,2025-11-27,Lakewood,Frequent
R019336,2025-12-29,Metroville,Occasional
R019337,2024-10-03,Metroville,Occasional
R019338,2025-11-07,Hillview,Occasional
R019339,2025-08-13,Lakewood,Regular
R019340,2025-09-29,Metroville,Frequent
R019341,2025-02-04,Hillview,Regular
R019342,2024-07-23,Metroville,Occasional
R019343,2024-06-15,Riverton,Frequent
R019344,2025-12-08,Riverton,Regular
R019345,2025-01-02,Metroville,Regular
R019346,2025-11-10,Metroville,Regular
R019347,2025-02-10,Lakewood,Regular
R019348,2025-01-26,Riverton,Occasional
R019349,2024-02-23,Hillview,Occasional
R019350,2024-10-21,Riverton,Regular
R019351,2025-02-11,Metroville,Occasional
R019352,2024-03-20,Metroville,Regular
R019353,2024-04-28,Riverton,Regular
R019354,2025-03-08,Riverton,Regular
R019355,2024-06-30,Metroville,Occasional
R019356,2025-05-27,Metroville,Frequent
R019357,2024-12-03,Metroville,Occasional
R019358,2024-10-22,Metroville,Occasional
R019359,2024-03-26,Riverton,Occasional
R019360,2024-10-24,Hillview,Occasional
R019361,2025-01-31,Metroville,Occasional
R019362,2025-02-23,Lakewood,Regular
R019363,2024-07-16,Lakewood,Regular
R019364,2024-01-21,Lakewood,Regular
R019365,2025-11-15,Metroville,Occasional
R019366,2025-12-02,Metroville,Frequent
R019367,2025-10-23,Metroville,Frequent
R019368,2024-07-31,Riverton,Occasional
R019369,2025-03-17,Riverton,Regular
R019370,2024-04-13,Riverton,Frequent
R019371,2025-10-24,Lakewood,Frequent
R019372,2024-01-05,Metroville,Occasional
R019373,2024-12-10,Metroville,Regular
R019374,2025-09-19,Metroville,Regular
R019375,2025-06-15,Metroville,Regular
R019376,2025-09-23,Metroville,Frequent
R019377,2024-12-29,Hillview,Regular
R019378,2024-03-10,Hillview,Occasional
R019379,2024-01-06,Riverton,Regular
R019380,2024-04-21,Riverton,Frequent
R019381,2024-02-12,Riverton,Frequent
R019382,2024-11-23,Riverton,Occasional
R019383,2024-02-07,Riverton,Frequent
R019384,2024-05-15,Metroville,Occasional
R019385,2024-11-03,Hillview,Frequent
R019386,2025-06-22,Riverton,Regular
R019387,2025-05-08,Metroville,Occasional
R019388,2024-02-12,Lakewood,Occasional
R019389,2025-10-23,Riverton,Occasional
R019390,2025-02-06,Hillview,Occasional
R019391,2024-09-12,Lakewood,Occasional
R019392,2024-10-07,Lakewood,Frequent
R019393,2025-09-13,Metroville,Occasional
R019394,2024-12-06,Lakewood,Frequent
R019395,2024-06-28,Metroville,Occasional
R019396,2024-11-06,Metroville,Regular
R019397,2024-02-20,Lakewood,Regular
R019398,2024-04-22,Lakewood,Occasional
R019399,2024-08-18,Riverton,Regular
R019400,2024-06-10,Lakewood,Regular
R019401,2024-09-12,Metroville,Occasional
R019402,2024-02-17,Lakewood,Occasional
R019403,2025-03-22,Riverton,Regular
R019404,2024-03-25,Lakewood,Occasional
R019405,2024-06-07,Lakewood,Occasional
R019406,2025-12-16,Metroville,Occasional
R019407,2024-01-05,Metroville,Regular
R019408,2024-07-23,Hillview,Frequent
R019409,2025-01-01,Metroville,Occasional
R019410,2024-08-12,Metroville,Regular
R019411,2024-08-22,Metroville,Occasional
R019412,2024-04-03,Lakewood,Frequent
R019413,2024-11-05,Riverton,Frequent
R019414,2025-07-06,Riverton,Occasional
R019415,2025-03-06,Hillview,Occasional
R019416,2025-11-07,Metroville,Regular
R019417,2025-05-27,Metroville,Regular
R019418,2025-08-01,Hillview,Regular
R019419,2024-11-11,Lakewood,Occasional
R019420,2025-03-24,Hillview,Occasional
R019421,2025-02-27,Riverton,Occasional
R019422,2025-08-18,Metroville,Regular
R019423,2025-01-01,Hillview,Regular
R019424,2024-10-22,Metroville,Occasional
R019425,2024-02-21,Riverton,Frequent
R019426,2025-09-21,Metroville,Frequent
R019427,2024-11-14,Lakewood,Frequent
R019428,2025-08-07,Lakewood,Regular
R019429,2025-05-11,Metroville,Regular
R019430,2024-01-02,Hillview,Regular
R019431,2025-04-21,Metroville,Occasional
R019432,2024-12-23,Lakewood,Regular
R019433,2024-06-24,Metroville,Regular
R019434,2024-07-12,Riverton,Regular
R019435,2025-04-11,Lakewood,Regular
R019436,2024-03-04,Lakewood,Occasional
R019437,2025-03-19,Riverton,Regular
R019438,2025-09-11,Riverton,Occasional
R019439,2024-03-04,Hillview,Frequent
R019440,2024-01-06,Hillview,Frequent
R019441,2024-02-14,Metroville,Regular
R019442,2025-06-18,Riverton,Occasional
R019443,2025-09-12,Metroville,Occasional
R019444,2025-12-24,Metroville,Frequent
R019445,2024-01-22,Lakewood,Occasional
R019446,2024-12-18,Lakewood,Frequent
R019447,2024-02-05,Lakewood,Occasional
R019448,2024-09-28,Lakewood,Frequent
R019449,2024-08-13,Riverton,Occasional
R019450,2025-03-19,Hillview,Regular
R019451,2025-10-27,Metroville,Occasional
R019452,2025-08-12,Lakewood,Frequent
R019453,2024-02-16,Metroville,Regular
R019454,2024-06-24,Metroville,Regular
R019455,2024-07-20,Hillview,Occasional
R019456,2024-07-02,Metroville,Regular
R019457,2024-09-15,Metroville,Occasional
R019458,2025-03-20,Lakewood,Occasional
R019459,2025-06-25,Metroville,Regular
R019460,2025-11-18,Lakewood,Regular
R019461,2025-05-29,Hillview,Frequent
R019462,2024-08-06,Riverton,Occasional
R019463,2024-05-14,Lakewood,Frequent
R019464,2024-10-02,Riverton,Occasional
R019465,2025-08-08,Hillview,Regular
R019466,2025-12-28,Metroville,Regular
R019467,2024-10-14,Riverton,Frequent
R019468,2024-05-08,Riverton,Occasional
R019469,2024-01-04,Riverton,Regular
R019470,2024-02-26,Metroville,Regular
R019471,2025-04-11,Riverton,Frequent
R019472,2025-03-07,Riverton,Frequent
R019473,2025-04-15,Riverton,Occasional
R019474,2024-01-18,Metroville,Frequent
R019475,2024-11-15,Metroville,Frequent
R019476,2024-05-12,Riverton,Regular
R019477,2024-09-03,Riverton,Regular
R019478,2025-03-31,Hillview,Occasional
R019479,2024-07-20,Lakewood,Occasional
R019480,2025-04-27,Metroville,Occasional
R019481,2024-07-30,Riverton,Occasional
R019482,2025-01-08,Riverton,Regular
R019483,2024-12-02,Lakewood,Frequent
R019484,2024-10-07,Riverton,Occasional
R019485,2024-04-02,Metroville,Occasional
R019486,2025-02-25,Metroville,Occasional
R019487,2025-12-25,Metroville,Regular
R019488,2025-04-15,Metroville,Occasional
R019489,2025-06-29,Riverton,Regular
R019490,2025-08-11,Metroville,Occasional
R019491,2024-01-28,Hillview,Regular
R019492,2025-08-03,Metroville,Regular
R019493,2024-06-26,Riverton,Frequent
R019494,2025-05-01,Lakewood,Regular
R019495,2025-12-21,Metroville,Frequent
R019496,2025-10-16,Lakewood,Occasional
R019497,2024-10-30,Hillview,Regular
R019498,2025-09-05,Hillview,Occasional
R019499,2025-03-28,Metroville,Frequent
R019500,2024-04-07,Lakewood,Regular
R019501,2024-06-24,Metroville,Regular
R019502,2025-12-01,Lakewood,Frequent
R019503,2025-10-31,Metroville,Occasional
R019504,2025-10-14,Hillview,Occasional
R019505,2024-10-08,Riverton,Occasional
R019506,2024-08-22,Metroville,Occasional
R019507,2025-08-12,Hillview,Regular
R019508,2024-01-15,Riverton,Occasional
R019509,2025-10-18,Metroville,Occasional
R019510,2025-03-18,Riverton,Occasional
R019511,2025-04-08,Lakewood,Occasional
R019512,2024-11-16,Lakewood,Occasional
R019513,2025-12-17,Metroville,Regular
R019514,2025-07-02,Metroville,Occasional
R019515,2024-02-09,Metroville,Frequent
R019516,2025-01-19,Riverton,Occasional
R019517,2025-09-21,Metroville,Occasional
R019518,2024-02-25,Lakewood,Occasional
R019519,2025-06-23,Hillview,Occasional
R019520,2024-06-28,Hillview,Frequent
R019521,2025-01-05,Riverton,Regular
R019522,2025-10-08,Riverton,Occasional
R019523,2024-12-26,Hillview,Frequent
R019524,2024-01-28,Riverton,Regular
R019525,2024-01-16,Lakewood,Regular
R019526,2025-06-23,Metroville,Occasional
R019527,2025-11-12,Metroville,Occasional
R019528,2024-08-01,Lakewood,Occasional
R019529,2025-11-15,Metroville,Occasional
R019530,2024-11-27,Metroville,Frequent
R019531,2024-02-12,Metroville,Occasional
R019532,2025-01-23,Lakewood,Occasional
R019533,2025-12-13,Lakewood,Regular
R019534,2024-07-02,Metroville,Regular
R019535,2025-12-04,Riverton,Regular
R019536,2025-04-22,Metroville,Occasional
R019537,2024-10-16,Lakewood,Occasional
R019538,2025-05-22,Metroville,Occasional
R019539,2024-10-20,Riverton,Regular
R019540,2024-03-03,Hillview,Occasional
R019541,2025-09-29,Metroville,Frequent
R019542,2024-09-30,Riverton,Regular
R019543,2025-02-18,Hillview,Frequent
R019544,2025-06-28,Hillview,Frequent
R019545,2024-03-01,Hillview,Regular
R019546,2025-06-12,Lakewood,Regular
R019547,2024-09-24,Metroville,Occasional
R019548,2025-02-02,Metroville,Occasional
R019549,2024-11-30,Metroville,Regular
R019550,2025-07-23,Lakewood,Occasional
R019551,2024-05-17,Hillview,Regular
R019552,2024-03-19,Metroville,Occasional
R019553,2024-10-27,Lakewood,Occasional
R019554,2024-03-27,Hillview,Occasional
R019555,2024-06-26,Metroville,Frequent
R019556,2025-04-26,Metroville,Regular
R019557,2025-08-22,Metroville,Regular
R019558,2025-05-22,Metroville,Regular
R019559,2024-08-20,Lakewood,Frequent
R019560,2025-08-19,Lakewood,Occasional
R019561,2024-10-24,Lakewood,Frequent
R019562,2024-05-12,Metroville,Occasional
R019563,2025-07-07,Riverton,Regular
R019564,2025-01-13,Metroville,Frequent
R019565,2024-09-28,Lakewood,Frequent
R019566,2025-04-28,Metroville,Regular
R019567,2025-06-14,Riverton,Regular
R019568,2024-06-12,Riverton,Occasional
R019569,2024-03-26,Metroville,Occasional
R019570,2025-01-13,Riverton,Regular
R019571,2024-02-07,Lakewood,Regular
R019572,2025-04-12,Hillview,Regular
R019573,2024-11-17,Hillview,Occasional
R019574,2024-06-05,Metroville,Regular
R019575,2025-03-14,Lakewood,Occasional
R019576,2024-10-01,Metroville,Regular
R019577,2024-10-11,Riverton,Regular
R019578,2024-06-07,Metroville,Occasional
R019579,2025-05-09,Lakewood,Frequent
R019580,2025-10-22,Hillview,Regular
R019581,2025-03-28,Lakewood,Occasional
R019582,2024-06-22,Hillview,Occasional
R019583,2025-09-02,Metroville,Occasional
R019584,2024-03-29,Hillview,Frequent
R019585,2024-07-31,Riverton,Occasional
R019586,2024-01-26,Lakewood,Regular
R019587,2025-09-13,Metroville,Regular
R019588,2024-02-02,Lakewood,Occasional
R019589,2025-02-03,Riverton,Occasional
R019590,2024-05-20,Metroville,Occasional
R019591,2024-06-04,Hillview,Frequent
R019592,2025-03-21,Riverton,Frequent
R019593,2025-08-11,Hillview,Frequent
R019594,2024-01-13,Metroville,Occasional
R019595,2024-04-26,Lakewood,Regular
R019596,2024-07-28,Metroville,Regular
R019597,2025-11-21,Metroville,Frequent
R019598,2024-02-12,Metroville,Regular
R019599,2024-05-10,Metroville,Regular
R019600,2024-10-22,Riverton,Occasional
R019601,2024-08-26,Metroville,Frequent
R019602,2024-02-05,Metroville,Regular
R019603,2025-01-30,Lakewood,Occasional
R019604,2025-03-20,Riverton,Frequent
R019605,2024-05-09,Riverton,Regular
R019606,2025-05-18,Lakewood,Occasional
R019607,2024-02-11,Metroville,Regular
R019608,2025-06-19,Lakewood,Occasional
R019609,2024-07-08,Riverton,Regular
R019610,2024-06-13,Metroville,Regular
R019611,2024-05-23,Metroville,Frequent
R019612,2025-09-27,Hillview,Occasional
R019613,2025-01-02,Metroville,Regular
R019614,2025-05-20,Metroville,Occasional
R019615,2024-05-29,Metroville,Occasional
R019616,2024-02-11,Hillview,Regular
R019617,2024-01-28,Lakewood,Regular
R019618,2024-11-18,Hillview,Frequent
R019619,2024-08-26,Hillview,Regular
R019620,2025-07-15,Riverton,Occasional
R019621,2025-07-31,Metroville,Occasional
R019622,2024-08-15,Metroville,Regular
R019623,2024-11-13,Hillview,Regular
R019624,2024-10-06,Hillview,Occasional
R019625,2025-05-09,Hillview,Frequent
R019626,2025-04-05,Hillview,Frequent
R019627,2025-04-21,Riverton,Regular
R019628,2024-02-10,Lakewood,Occasional
R019629,2024-09-04,Lakewood,Occasional
R019630,2025-12-08,Lakewood,Regular
R019631,2024-09-07,Metroville,Occasional
R019632,2024-05-07,Metroville,Occasional
R019633,2024-05-26,Metroville,Regular
R019634,2024-01-20,Metroville,Occasional
R019635,2025-07-25,Metroville,Occasional
R019636,2024-01-04,Riverton,Occasional
R019637,2025-03-12,Riverton,Occasional
R019638,2024-10-19,Lakewood,Regular
R019639,2024-03-10,Riverton,Frequent
R019640,2025-10-09,Lakewood,Occasional
R019641,2025-06-27,Lakewood,Occasional
R019642,2025-08-23,Lakewood,Occasional
R019643,2025-11-16,Metroville,Regular
R019644,2025-10-29,Lakewood,Occasional
R019645,2025-05-27,Riverton,Occasional
R019646,2025-01-25,Metroville,Frequent
R019647,2025-05-25,Hillview,Frequent
R019648,2024-11-24,Metroville,Occasional
R019649,2024-05-12,Lakewood,Occasional
R019650,2024-10-09,Hillview,Regular
R019651,2024-12-07,Riverton,Regular
R019652,2024-02-03,Lakewood,Occasional
R019653,2025-09-12,Riverton,Frequent
R019654,2025-10-27,Metroville,Regular
R019655,2024-11-03,Riverton,Frequent
R019656,2024-12-29,Riverton,Frequent
R019657,2025-09-07,Metroville,Frequent
R019658,2024-11-29,Metroville,Occasional
R019659,2025-05-18,Hillview,Occasional
R019660,2025-01-12,Metroville,Occasional
R019661,2024-07-17,Hillview,Regular
R019662,2025-08-04,Metroville,Occasional
R019663,2024-05-21,Lakewood,Occasional
R019664,2024-06-13,Lakewood,Occasional
R019665,2025-05-21,Riverton,Occasional
R019666,2025-06-03,Lakewood,Frequent
R019667,2025-11-29,Metroville,Frequent
R019668,2025-06-04,Lakewood,Occasional
R019669,2024-01-19,Riverton,Occasional
R019670,2025-09-13,Lakewood,Regular
R019671,2024-10-29,Lakewood,Regular
R019672,2024-01-07,Lakewood,Occasional
R019673,2025-02-27,Metroville,Occasional
R019674,2024-05-04,Metroville,Regular
R019675,2024-10-31,Metroville,Occasional
R019676,2024-12-10,Riverton,Regular
R019677,2024-02-24,Hillview,Frequent
R019678,2025-09-14,Metroville,Frequent
R019679,2025-01-08,Metroville,Regular
R019680,2025-12-07,Hillview,Occasional
R019681,2024-12-06,Metroville,Frequent
R019682,2025-03-11,Lakewood,Regular
R019683,2025-08-17,Riverton,Regular
R019684,2024-06-04,Lakewood,Occasional
R019685,2025-10-27,Lakewood,Regular
R019686,2024-05-15,Hillview,Regular
R019687,2025-12-30,Lakewood,Regular
R019688,2025-04-13,Riverton,Occasional
R019689,2025-01-14,Metroville,Occasional
R019690,2024-06-02,Metroville,Regular
R019691,2025-02-20,Hillview,Occasional
R019692,2025-02-08,Hillview,Regular
R019693,2025-12-21,Riverton,Occasional
R019694,2025-09-03,Metroville,Frequent
R019695,2024-12-19,Riverton,Occasional
R019696,2024-10-12,Metroville,Occasional
R019697,2024-10-10,Lakewood,Frequent
R019698,2024-10-04,Riverton,Occasional
R019699,2024-01-10,Lakewood,Regular
R019700,2024-01-27,Lakewood,Occasional
R019701,2025-07-04,Riverton,Frequent
R019702,2024-07-04,Hillview,Occasional
R019703,2024-10-28,Metroville,Regular
R019704,2025-05-26,Metroville,Regular
R019705,2025-03-20,Riverton,Regular
R019706,2024-09-20,Metroville,Regular
R019707,2025-07-04,Metroville,Occasional
R019708,2024-04-25,Metroville,Regular
R019709,2024-12-11,Metroville,Regular
R019710,2024-03-18,Lakewood,Regular
R019711,2025-01-24,Hillview,Regular
R019712,2024-03-10,Hillview,Frequent
R019713,2025-11-20,Lakewood,Regular
R019714,2025-04-27,Metroville,Regular
R019715,2024-06-28,Riverton,Regular
R019716,2025-03-24,Lakewood,Occasional
R019717,2024-09-13,Riverton,Regular
R019718,2025-01-14,Lakewood,Regular
R019719,2024-05-02,Riverton,Occasional
R019720,2025-01-01,Metroville,Regular
R019721,2024-03-19,Hillview,Occasional
R019722,2024-04-22,Riverton,Regular
R019723,2025-03-03,Lakewood,Occasional
R019724,2025-01-01,Hillview,Regular
R019725,2024-08-02,Metroville,Occasional
R019726,2024-02-13,Metroville,Occasional
R019727,2024-11-06,Riverton,Regular
R019728,2025-11-08,Riverton,Occasional
R019729,2025-06-02,Metroville,Occasional
R019730,2024-02-12,Metroville,Occasional
R019731,2025-11-17,Metroville,Occasional
R019732,2024-11-06,Metroville,Occasional
R019733,2025-02-25,Lakewood,Frequent
R019734,2024-01-01,Metroville,Occasional
R019735,2024-08-14,Lakewood,Regular
R019736,2025-07-29,Riverton,Regular
R019737,2024-08-30,Riverton,Occasional
R019738,2024-05-01,Hillview,Occasional
R019739,2024-03-07,Metroville,Occasional
R019740,2025-11-08,Metroville,Occasional
R019741,2025-08-18,Metroville,Occasional
R019742,2024-02-02,Metroville,Regular
R019743,2025-11-08,Lakewood,Occasional
R019744,2025-08-23,Metroville,Regular
R019745,2024-09-20,Riverton,Occasional
R019746,2025-04-25,Hillview,Frequent
R019747,2024-07-07,Metroville,Occasional
R019748,2024-07-01,Metroville,Occasional
R019749,2025-06-07,Riverton,Occasional
R019750,2024-05-28,Riverton,Frequent
R019751,2024-09-16,Metroville,Regular
R019752,2024-09-18,Riverton,Occasional
R019753,2024-04-19,Metroville,Occasional
R019754,2025-08-29,Riverton,Regular
R019755,2025-05-08,Riverton,Frequent
R019756,2025-09-22,Metroville,Occasional
R019757,2025-01-18,Metroville,Occasional
R019758,2024-05-08,Riverton,Occasional
R019759,2024-07-23,Lakewood,Occasional
R019760,2024-09-15,Hillview,Occasional
R019761,2025-11-20,Lakewood,Occasional
R019762,2024-06-22,Riverton,Occasional
R019763,2025-05-22,Riverton,Regular
R019764,2024-03-30,Riverton,Occasional
R019765,2025-11-30,Metroville,Occasional
R019766,2025-04-18,Metroville,Frequent
R019767,2024-11-11,Lakewood,Occasional
R019768,2024-09-10,Metroville,Occasional
R019769,2024-09-16,Metroville,Occasional
R019770,2024-06-13,Metroville,Regular
R019771,2025-03-15,Hillview,Regular
R019772,2025-09-25,Riverton,Regular
R019773,2024-06-25,Hillview,Occasional
R019774,2025-07-01,Hillview,Regular
R019775,2025-02-18,Riverton,Frequent
R019776,2025-07-20,Lakewood,Occasional
R019777,2025-07-17,Lakewood,Regular
R019778,2024-01-29,Riverton,Frequent
R019779,2024-01-16,Hillview,Occasional
R019780,2025-10-31,Hillview,Occasional
R019781,2024-04-23,Lakewood,Occasional
R019782,2025-02-24,Riverton,Regular
R019783,2025-07-05,Lakewood,Frequent
R019784,2025-01-03,Lakewood,Frequent
R019785,2024-01-05,Metroville,Regular
R019786,2024-01-08,Metroville,Occasional
R019787,2025-05-05,Metroville,Occasional
R019788,2025-10-19,Riverton,Occasional
R019789,2024-09-08,Metroville,Occasional
R019790,2025-02-02,Hillview,Frequent
R019791,2025-11-14,Metroville,Occasional
R019792,2025-08-27,Metroville,Regular
R019793,2025-01-30,Lakewood,Occasional
R019794,2025-04-24,Metroville,Regular
R019795,2025-12-04,Metroville,Regular
R019796,2025-08-06,Metroville,Occasional
R019797,2024-10-31,Lakewood,Regular
R019798,2025-05-22,Metroville,Regular
R019799,2024-08-28,Lakewood,Regular
R019800,2025-11-05,Metroville,Occasional
R019801,2024-03-09,Metroville,Regular
R019802,2024-06-14,Metroville,Regular
R019803,2024-09-10,Metroville,Occasional
R019804,2024-05-27,Riverton,Regular
R019805,2025-03-11,Lakewood,Frequent
R019806,2025-06-05,Riverton,Occasional
R019807,2025-10-13,Hillview,Occasional
R019808,2025-01-02,Metroville,Occasional
R019809,2025-03-30,Hillview,Regular
R019810,2025-03-14,Riverton,Regular
R019811,2024-01-03,Riverton,Regular
R019812,2025-06-02,Hillview,Regular
R019813,2024-01-18,Metroville,Frequent
R019814,2025-02-04,Lakewood,Occasional
R019815,2026-01-01,Lakewood,Regular
R019816,2025-07-30,Riverton,Frequent
R019817,2025-01-05,Metroville,Occasional
R019818,2024-08-21,Metroville,Occasional
R019819,2025-09-04,Hillview,Frequent
R019820,2025-09-20,Lakewood,Occasional
R019821,2024-09-26,Metroville,Regular
R019822,2024-03-19,Metroville,Occasional
R019823,2025-03-02,Lakewood,Regular
R019824,2025-04-09,Metroville,Occasional
R019825,2025-11-14,Metroville,Regular
R019826,2025-10-13,Hillview,Occasional
R019827,2024-06-16,Metroville,Occasional
R019828,2024-07-03,Metroville,Frequent
R019829,2025-12-30,Riverton,Regular
R019830,2024-08-27,Metroville,Regular
R019831,2024-12-01,Metroville,Occasional
R019832,2024-08-11,Lakewood,Occasional
R019833,2024-10-14,Riverton,Frequent
R019834,2025-02-17,Lakewood,Regular
R019835,2024-08-02,Riverton,Regular
R019836,2024-10-29,Riverton,Occasional
R019837,2024-09-15,Riverton,Regular
R019838,2024-03-20,Lakewood,Regular
R019839,2025-07-29,Riverton,Occasional
R019840,2025-10-14,Metroville,Occasional
R019841,2024-12-26,Lakewood,Occasional
R019842,2024-05-29,Metroville,Frequent
R019843,2025-04-15,Metroville,Frequent
R019844,2025-01-25,Hillview,Occasional
R019845,2025-02-07,Metroville,Frequent
R019846,2025-03-11,Metroville,Regular
R019847,2025-06-09,Metroville,Frequent
R019848,2024-01-30,Lakewood,Regular
R019849,2024-03-13,Hillview,Occasional
R019850,2024-03-11,Lakewood,Frequent
R019851,2024-04-23,Hillview,Frequent
R019852,2025-12-12,Lakewood,Regular
R019853,2025-06-18,Hillview,Occasional
R019854,2025-05-01,Hillview,Regular
R019855,2025-05-26,Metroville,Occasional
R019856,2024-01-25,Hillview,Frequent
R019857,2024-06-05,Metroville,Frequent
R019858,2025-08-04,Lakewood,Occasional
R019859,2024-12-04,Metroville,Occasional
R019860,2025-01-07,Lakewood,Occasional
R019861,2025-07-03,Hillview,Frequent
R019862,2024-02-25,Riverton,Regular
R019863,2025-08-07,Lakewood,Occasional
R019864,2025-05-13,Hillview,Frequent
R019865,2024-10-22,Lakewood,Frequent
R019866,2024-12-31,Metroville,Frequent
R019867,2024-02-24,Hillview,Regular
R019868,2024-05-30,Metroville,Frequent
R019869,2024-06-29,Riverton,Occasional
R019870,2025-10-04,Metroville,Occasional
R019871,2024-03-23,Metroville,Regular
R019872,2024-08-01,Lakewood,Occasional
R019873,2024-04-06,Metroville,Occasional
R019874,2024-07-27,Metroville,Occasional
R019875,2024-01-08,Metroville,Regular
R019876,2024-07-18,Metroville,Regular
R019877,2025-06-13,Riverton,Frequent
R019878,2025-07-15,Lakewood,Occasional
R019879,2024-10-04,Metroville,Regular
R019880,2025-05-31,Metroville,Frequent
R019881,2025-03-28,Metroville,Frequent
R019882,2025-10-23,Lakewood,Occasional
R019883,2025-08-11,Lakewood,Regular
R019884,2024-06-16,Metroville,Frequent
R019885,2025-03-06,Hillview,Frequent
R019886,2025-07-29,Metroville,Occasional
R019887,2024-08-11,Lakewood,Regular
R019888,2025-02-23,Riverton,Regular
R019889,2024-10-19,Metroville,Occasional
R019890,2024-08-13,Metroville,Regular
R019891,2024-05-25,Lakewood,Occasional
R019892,2024-01-26,Lakewood,Occasional
R019893,2025-07-02,Hillview,Occasional
R019894,2025-08-22,Lakewood,Occasional
R019895,2025-04-22,Hillview,Occasional
R019896,2024-06-25,Lakewood,Frequent
R019897,2024-01-14,Riverton,Occasional
R019898,2025-04-07,Metroville,Occasional
R019899,2024-05-26,Hillview,Regular
R019900,2025-02-05,Metroville,Regular
R019901,2025-12-11,Metroville,Regular
R019902,2024-01-04,Lakewood,Frequent
R019903,2025-02-26,Hillview,Regular
R019904,2025-12-28,Metroville,Regular
R019905,2024-09-01,Metroville,Regular
R019906,2025-08-19,Hillview,Regular
R019907,2025-08-29,Riverton,Regular
R019908,2024-12-22,Riverton,Occasional
R019909,2024-08-12,Lakewood,Occasional
R019910,2025-05-13,Lakewood,Occasional
R019911,2025-03-29,Hillview,Occasional
R019912,2024-12-14,Metroville,Occasional
R019913,2024-05-21,Riverton,Regular
R019914,2025-06-29,Riverton,Frequent
R019915,2024-06-03,Hillview,Occasional
R019916,2024-04-08,Lakewood,Regular
R019917,2024-02-19,Metroville,Occasional
R019918,2024-11-22,Riverton,Regular
R019919,2024-03-28,Hillview,Occasional
R019920,2024-09-02,Hillview,Frequent
R019921,2024-06-25,Metroville,Occasional
R019922,2024-12-02,Metroville,Frequent
R019923,2025-07-23,Riverton,Occasional
R019924,2024-11-25,Lakewood,Regular
R019925,2025-02-11,Metroville,Occasional
